pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
150,v,7,1,29,1,,,,,121.81657260004431,122.81654160004109,122.81654160004109,122.81654160004109,122.81654160004109,122.81654160004109,123.81669020000845,123.81669020000845,v,1,0.6009920000215061,None,pallavi,001,2023-10-09_13h44.21.232,Sequential Learning,2023.1.3,59.88325160904184,
50,c,7,2,30,2,,,,,124.4498847000068,125.4496666000341,125.4496666000341,125.4496666000341,125.4496666000341,125.4496666000341,126.4499657000415,126.4499657000415,c,1,0.3441276000230573,None,pallavi,001,2023-10-09_13h44.21.232,Sequential Learning,2023.1.3,59.88325160904184,
-150,z,7,3,31,3,,,,,126.81642500002636,127.81640930002322,127.81640930002322,127.81640930002322,127.81640930002322,127.81640930002322,128.8165729000466,128.8165729000466,z,1,0.8573524999665096,None,pallavi,001,2023-10-09_13h44.21.232,Sequential Learning,2023.1.3,59.88325160904184,
-50,x,8,0,32,0,,,,,129.69962640001904,130.69968250003876,130.69968250003876,130.69968250003876,130.69968250003876,130.69968250003876,131.69980900001246,131.69980900001246,x,1,0.7641653000027873,None,pallavi,001,2023-10-09_13h44.21.232,Sequential Learning,2023.1.3,59.88325160904184,
150,v,8,1,33,1,,,,,132.4830780000193,133.48315010004444,133.48315010004444,133.48315010004444,133.48315010004444,133.48315010004444,134.4830847000121,134.4830847000121,v,1,0.6292638000450097,None,pallavi,001,2023-10-09_13h44.21.232,Sequential Learning,2023.1.3,59.88325160904184,
50,c,8,2,34,2,,,,,135.13299950002693,136.1332223000354,136.1332223000354,136.1332223000354,136.1332223000354,136.1332223000354,137.13326880004024,137.13326880004024,c,1,0.8796644000103697,None,pallavi,001,2023-10-09_13h44.21.232,Sequential Learning,2023.1.3,59.88325160904184,
-150,z,8,3,35,3,,,,,138.0332691000076,139.03321620001225,139.03321620001225,139.03321620001225,139.03321620001225,139.03321620001225,140.03317070001503,140.03317070001503,z,1,0.7003542000311427,None,pallavi,001,2023-10-09_13h44.21.232,Sequential Learning,2023.1.3,59.88325160904184,
-50,x,9,0,36,0,,,,,140.74949740001466,141.7498569000163,141.7498569000163,141.7498569000163,141.7498569000163,141.7498569000163,142.7501198000391,142.7501198000391,x,1,0.6070196999935433,None,pallavi,001,2023-10-09_13h44.21.232,Sequential Learning,2023.1.3,59.88325160904184,
150,v,9,1,37,1,,,,,143.38322600000538,144.38331590004964,144.38331590004964,144.38331590004964,144.38331590004964,144.38331590004964,145.38331050000852,145.38331050000852,v,1,0.6320571000105701,None,pallavi,001,2023-10-09_13h44.21.232,Sequential Learning,2023.1.3,59.88325160904184,
50,c,9,2,38,2,,,,,146.03309280000394,147.03329849999864,147.03329849999864,147.03329849999864,147.03329849999864,147.03329849999864,148.0330629000091,148.0330629000091,c,1,1.053702000004705,None,pallavi,001,2023-10-09_13h44.21.232,Sequential Learning,2023.1.3,59.88325160904184,
-150,z,9,3,39,3,,,,,149.11648810002953,150.09972500003641,150.09972500003641,150.09972500003641,150.09972500003641,150.11681850004243,151.09959630004596,151.09959630004596,z,1,0.5287842999678105,None,pallavi,001,2023-10-09_13h44.21.232,Sequential Learning,2023.1.3,59.88325160904184,
-50,x,10,0,40,0,,,,,151.64996420004172,152.64992940000957,152.64992940000957,152.64992940000957,152.64992940000957,152.64992940000957,153.64978950005025,153.64978950005025,x,1,0.5839454000233673,None,pallavi,001,2023-10-09_13h44.21.232,Sequential Learning,2023.1.3,59.88325160904184,
150,v,10,1,41,1,,,,,154.26641820004443,155.24962290003896,155.24962290003896,155.24962290003896,155.24962290003896,155.2665844000294,156.24989920004737,156.24989920004737,v,1,0.5635963999666274,None,pallavi,001,2023-10-09_13h44.21.232,Sequential Learning,2023.1.3,59.88325160904184,
50,c,10,2,42,2,,,,,156.83309870003723,157.8333236000035,157.8333236000035,157.8333236000035,157.8333236000035,157.8333236000035,158.83307789999526,158.83307789999526,c,1,0.7156956999679096,None,pallavi,001,2023-10-09_13h44.21.232,Sequential Learning,2023.1.3,59.88325160904184,
-150,z,10,3,43,3,,,,,159.56639779999387,160.56650780001655,160.56650780001655,160.56650780001655,160.56650780001655,160.56650780001655,161.5663757000002,161.5663757000002,z,1,0.38061150000430644,None,pallavi,001,2023-10-09_13h44.21.232,Sequential Learning,2023.1.3,59.88325160904184,
-50,x,11,0,44,0,,,,,161.9663259999943,162.96648860001005,162.96648860001005,162.96648860001005,162.96648860001005,162.96648860001005,163.9664713999955,163.9664713999955,x,1,0.8298713000258431,None,pallavi,001,2023-10-09_13h44.21.232,Sequential Learning,2023.1.3,59.88325160904184,
150,v,11,1,45,1,,,,,164.81662430003053,165.81654100003652,165.81654100003652,165.81654100003652,165.81654100003652,165.81654100003652,166.81648189999396,166.81648189999396,v,1,0.5291789000038989,None,pallavi,001,2023-10-09_13h44.21.232,Sequential Learning,2023.1.3,59.88325160904184,
50,c,11,2,46,2,,,,,167.3664284000406,168.3663720000186,168.3663720000186,168.3663720000186,168.3663720000186,168.3663720000186,169.36668410000857,169.36668410000857,c,1,0.7939170000026934,None,pallavi,001,2023-10-09_13h44.21.232,Sequential Learning,2023.1.3,59.88325160904184,
